FreePrize.DoubleBonusButton,Double Daily Bonus,Удвои бонуса си за деня,Удвой дневной бонус,Bonus quotidien double,Radoppia il tuo bonus!,Bônus diário duplo,Doppelter täglicher Bonus,Bono diario doble,Bonus Berganda Harian,더블 일일 보너스,今日の２倍ボーナス,双倍的每日奖励,Dupli dnevni bonus,Dupli dnevni bonus,Dupli dnevni bonus,Dupli dnevni bonus,Dupli dnevni bonus,Bônus diário duplo,Удвои бонуса си за деня
FreePrize.NumberMorePoints,{0} more Points!,още {0} Точки!,еще {0} очки,{0} plus de Points!,Ancora {0} punteggi,{0} mais Pontos!,{0} mehr Punkte!,¡{0} puntos más!,{0} lebih Mata!,{0} 포인트 더!,あと{0}ポイント！,额外{0}分!,{0} Poena,{0} Poena,{0} Poena,{0} Poena,{0} Poena,{0} mais Pontos!,още {0} Точки!
FreePrize.ClaimPoints,Claim {0} points,Спечели {0} точки,Выиграй {0} очки,Réclamer {0} points,Vinci {0} punteggi,Ganhar {0} pontos,Hol Dir {0} Punkte,Reclama {0} puntos,Tuntut {0} mata,{0} 포인트 청구,{0}ポイントを手に入れる,领取{0}分,Uzmi {0} poena,Uzmi {0} poena,Uzmi {0} poena,Uzmi {0} poena,Uzmi {0} poena,Ganhar {0} pontos,Спечели {0} точки
FreePrize.NumberPoints,{0} Points!,{0} Точки!,{0} очки,{0} Points!,{0} Punteggi!,{0} Pontos!,{0} Punkte!,¡{0} puntos!,{0} Mata!,{0} 포인트!,{0}ポイント！,{0} 分!,{0} Poena,{0} Poena,{0} Poena,{0} Poena,{0} Poena,{0} Pontos!,{0} Точки!
GameFeedback.FeedbackTitle,Feedback,Фийдбек,Обратная связь,Retour d'information,Risposta,Comentários,Feedback,Feedback,Maklumbalas,피드백,フィードバック,反馈,Osvrt,Osvrt,Osvrt,Osvrt,Osvrt,Comentários,Фийдбек
GameFeedback.RateTitle,Rate us!,Рейтване!,Рейтинг!,Évaluez nous!,Votaci!,Avalie-nos!,Bewerte uns!,¡Valóranos!,Nilai kami!,평가하기!,アプリを評価する！,评价我们!,Oceni nas,Oceni nas,Oceni nas,Oceni nas,Oceni nas,Avalie-nos!,Рейтване!
GameFeedback.RateThanks,Thank you for any positive feedback and for rating our app!,Благодарим за фийдбека и за рейтването на нашия app.,Спасибо за обратную связь и рейт нашего сайта,Thank you for any positive feedback and for rating our app!,Grazie per le risposte positive e per la valutazione della nostra applicazione!,Obrigado por todos os comentários positivos e por avaliar o nosso aplicativo!,Vielen Dank für jedes positive Feedback und für die Bewertung unserer App!,¡Gracias por el feedback positivo y por valorar nuestra aplicación!,Terima kasih atas sebarang maklum balas positif dan untuk nilai aplikasi kami!,긍정적인 피드백과 저희 앱을 평가해주셔서 감사합니다!,前向きなフィードバックやアプリへの評価、どうもありがとうございました。,感谢您给予我们应用程序的正面反馈与评价!,Hvala na svim pozitivnim osvrtima i ocenjivanju naše aplikacije!,Hvala na svim pozitivnim osvrtima i ocenjivanju naše aplikacije!,Hvala na svim pozitivnim osvrtima i ocenjivanju naše aplikacije!,Hvala na svim pozitivnim osvrtima i ocenjivanju naše aplikacije!,Hvala na svim pozitivnim osvrtima i ocenjivanju naše aplikacije!,Obrigado por todos os comentários positivos e por avaliar o nosso aplicativo!,Благодарим за фийдбека и за рейтването на нашия app.
GameFeedback.Unsure,Are you enjoying '{0}'?,Харесва ли ти '{0}'?,Тебе понравилось {0}?,Vous appréciez '{0}'?,Stai divertendo '{0}'?,Você está curtindo '{0}'?,Genießt Du '{0}'?,¿Estás disfrutando con '{0}'?,Adakah anda menikmati '{0}'?,{0}'에 만족하시나요?,{0}'を楽しんでる？,你满意' {0} '吗?,Da li uživaš '{0}'?,Da li uživaš '{0}'?,Da li uživaš '{0}'?,Da li uživaš '{0}'?,Da li uživaš '{0}'?,Você está curtindo '{0}'?,Харесва ли ти '{0}'?
GameFeedback.Later,Later,По-късно,Later,Later,Later,Mais tarde,Later,Later,Later,Later,Later,Later,Kasneje,Kasneje,Kasneje,Kasneje,Kasneje,Mais tarde,По-късно
GameFeedback.Unsure.No,We're sorry that you don't like our game. Please leave your comments and suggestions so we can improve.,"Съжаляваме, че играта не ти се е харесала. Моля, оставяйте коментари и предложения, за това как да я подобрим!","Жалко, что игра тебе не понравилась. Пожалуйста, оставь нам коментарий как сделать ее лучше",Nous sommes désolés de ne pas aimer notre jeu. Veuillez laisser vos commentaires et suggestions afin que nous puissions nous améliorer.,Siamo spiacenti di non amarci il nostro gioco. Lasci prego i vostri commenti e suggerimenti in modo da poter migliorare.,Lamentamos que você não gostou do nosso jogo. Deixe seus comentários e sugestões para que possamos melhorar.,"Es tut uns leid, dass Du unser Spiel nicht magst. Bitte hinterlasse Deine Kommentare und Vorschläge, damit wir uns verbessern können.","Lamentamos que no te gusta nuestro juego. Por favor, deja tus comentarios y sugerencias para que podamos mejorar.",Kami minta maaf kerana anda tidak suka permainan kami. Sila tinggalkan komen dan cadangan anda supaya kami dapat perbaiki.,저희 게임이 만족시켜드리지 못해서 유감입니다. 댓글이나 의견을 남겨주시면 저희가 더 향상하도록 하겠습니다.,ゲームを気に入っていただけず、残念です。改善できるように、コメントや提案をお残しください。,"很遗憾你不喜欢我们的游戏。请留下评语与建议,让我们能改善。","Žao nam je što ti se ne sviđa naša igra. Molimo, ostavi svoj komentar i predloge kako da je popravimo.","Žao nam je što ti se ne sviđa naša igra. Molimo, ostavi svoj komentar i predloge kako da je popravimo.","Žao nam je što ti se ne sviđa naša igra. Molimo, ostavi svoj komentar i predloge kako da je popravimo.","Žao nam je što ti se ne sviđa naša igra. Molimo, ostavi svoj komentar i predloge kako da je popravimo.","Žao nam je što ti se ne sviđa naša igra. Molimo, ostavi svoj komentar i predloge kako da je popravimo.",Lamentamos que você não gostou do nosso jogo. Deixe seus comentários e sugestões para que possamos melhorar.,"Съжаляваме, че играта не ти се е харесала. Моля, оставяйте коментари и предложения, за това как да я подобрим!"
GameFeedback.AssumeLike,"Thanks you for choosing to rate '{0}'.



Your support is much appreciated.","Благодарим за избора ви да рейтнете '{0}'.



Оценяваме вашата подкрепа!",Спасибо за ваш выбор рейтинга {0} ! Мы высоко ценим вашу поддержку!,"Merci d'avoir choisi de noter '{0}'.



Votre soutien est très apprécié.",Grazie per il voto {0}!,"Obrigado por escolher avaliar '{0}'.



Agradecemos o seu apoio .","Danke für Deine Entscheidung, uns mit '{0}' zu bewerten.



Deine Unterstützung wird sehr geschätzt. ","Gracias por valorar '{0}'.



Apreciamos muchísimo tu apoyo.","Terima kasih kerana memilih untuk menilai '{0}'.



Sokongan anda amat dihargai. ","{0}'로 평점을 해주셔서 감사합니다.



귀하의 지원에 정말 감사드립니다.","{0}'を評価してくださりありがとうございます。



あなたのサポートには、本当に感謝しております。","感谢您评价 '{0}' 




我们很感谢你的支持。
",Hvala što biraš da oceniš '{0}'. Tvoja podrška se jako ceni.,Hvala što biraš da oceniš '{0}'. Tvoja podrška se jako ceni.,Hvala što biraš da oceniš '{0}'. Tvoja podrška se jako ceni.,Hvala što biraš da oceniš '{0}'. Tvoja podrška se jako ceni.,Hvala što biraš da oceniš '{0}'. Tvoja podrška se jako ceni.,"Obrigado por escolher avaliar '{0}'.



Agradecemos o seu apoio .","Благодарим за избора ви да рейтнете '{0}'.



Оценяваме вашата подкрепа!"
GameFeedback.AssumeLikeOptionalAndroid,"We hope that you like '{0}'.



It'd be really helpful if you rated us in the Play store.

Many thanks for your support.","Надяваме се, че ти харесва '{0}'.



Ще е много полезно за нас, ако може да ни рейтнете в Play store.

Благодарим за подкрепата!","Надеемся, что тебе понравилось {0} Для нас будет очень полезно, если ты дашь нам рейтинг в Play Store! Спасибо за поддержку!","Nous espérons que vous aimez '{0}'.



Ce serait vraiment utile si vous nous avez évalué dans Play Store.

Merci beaucoup pour votre soutien.",Speriamo che {0} ti è piacutto. Saremo felici se voti condividendo la tua esperienza su Play store.Grazie per il tuo supporto!,"Esperamos que você gosta de '{0}'.



Seria realmente útil se você nos avaliasse na Play Store.

Muito obrigado pelo seu apoio.","Wir hoffen, dass Du '{0}' magst.



Es wäre sehr hilfreich, wenn Du uns im Play Store bewertest.

Vielen Dank für Ihre Unterstützung.","Esperamos que te esté gustando '{0}'.



Sería de gran ayuda que nos valoraras en la Play Store.

Muchas gracias por tu apoyo.","Kami harap anda suka '{0}'.



Ianya sangat membantu jika anda menilai kami di Play store.

Berbanyak terima kasih atas sokongan anda. ","{0}'에 만족하셨기를 바랍니다.



플레이 스토어에서 평가해주면 정말 저희에게 도움이 될 것입니다.

지원에 정말 감사드립니다.","{0}'をお気に入りいただいていれば幸いです。


Play ストアでアプリの評価をしていただけると、大変助かります。

ご支援いただきありがとうございます。","我们希望您会喜欢 '{0}' 。



您在Play store的评价对我们有很大的帮助。 

很感谢您的支持。",Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u Play Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u Play Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u Play Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u Play Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u Play Store. Veliko hvala na tvojoj podršci.,"Esperamos que você gosta de '{0}'.



Seria realmente útil se você nos avaliasse na Play Store.

Muito obrigado pelo seu apoio.","Надяваме се, че ти харесва '{0}'.



Ще е много полезно за нас, ако може да ни рейтнете в Play store.

Благодарим за подкрепата!"
GameFeedback.AssumeLikeOptionaliOS,"We hope that you like '{0}'.



It'd be really helpful if you rated us in the App store.

Many thanks for your support.","Надяваме се, че ти харесва '{0}'.



Ще е много полезно за нас, ако може да ни рейтнете в App store.

Благодарим за подкрепата!","Надеемся, что тебе понравилось {0} Для нас будет очень полезно, если ты дашь нам рейтинг в App Store! Спасибо за поддержку!","Nous espérons que vous aimez '{0}'.



Ce serait vraiment utile si vous nous avez évalué dans App Store.

Merci beaucoup pour votre soutien.",Speriamo che {0} ti è piacutto. Saremo felici se voti condividendo la tua esperienza su App Store. Grazie per il tuo supporto!,"Esperamos que você gosta de '{0}'.



Seria realmente útil se você nos avaliasse na App Store.

Muito obrigado pelo seu apoio.","Wir hoffen, dass Du '{0}' magst.



Es wäre sehr hilfreich, wenn Du uns im App Store bewertest
.

Vielen Dank für Ihre Unterstützung.","Esperamos que te esté gustando '{0}'.



Sería de gran ayuda que nos valoraras en la App Store.

Muchas gracias por tu apoyo.","Kami harap anda suka '{0}'.



Ianya sangat membantu jika anda menilai kami di App store.

Berbanyak terima kasih atas sokongan anda. ","{0}'에 만족하셨기를 바랍니다.



앱 스토어에서 평가해주면 정말 저희에게 도움이 될 것입니다.

지원에 정말 감사드립니다.","{0}'をお気に入りいただいていれば幸いです。


Appストアでアプリの評価をしていただけると、大変助かります。

ご支援いただきありがとうございます。","我们希望您会喜欢 '{0}' 。



您在App store的评价对我们有很大的帮助。 

很感谢您的支持。",Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u App Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u App Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u App Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u App Store. Veliko hvala na tvojoj podršci.,Nadamo se da ti se sviđa '{0}'. Bilo bi jako korisno da nas oceniš u App Store. Veliko hvala na tvojoj podršci.,"Esperamos que você gosta de '{0}'.



Seria realmente útil se você nos avaliasse na App Store.

Muito obrigado pelo seu apoio.","Надяваме се, че ти харесва '{0}'.



Ще е много полезно за нас, ако може да ни рейтнете в App store.

Благодарим за подкрепата!"
